<<<<<<< vb-demo-using-git
"Commodity-wise, Market-wise Daily Report on : 01/01/2019 NR : Not Reported",,,,,,,,
,,,,,,,,
Market Center,Arrivals(in tonnes),Unit of Arrivals,Origin,Variety,Minimum Prices(in Rs/quintals),Maximum Prices(in Rs/quintals),Modal Prices(in Rs/quintals),Unit of Price
Chamba,0.04,Tonnes,NR,Other,1900,2100,2000,Rs/Quintal
Dhanotu (Mandi),0.4,Tonnes,NR,Other,2500,3000,2750,Rs/Quintal
Hamirpur(Nadaun),0.1,Tonnes,NR,Other,3500,4000,3800,Rs/Quintal
Kangra,0.1,Tonnes,NR,Other,3000,4000,3500,Rs/Quintal
Kangra(Jaisinghpur),0.01,Tonnes,NR,Coriander,3000,3000,3000,Rs/Quintal
Kangra(Jassour),0.6,Tonnes,NR,Other,2200,2500,2350,Rs/Quintal
Kullu,0.3,Tonnes,NR,Other,3000,4000,3500,Rs/Quintal
Mandi(Mandi),0.1,Tonnes,NR,Coriander,2500,4000,4000,Rs/Quintal
Nahan,0.1,Tonnes,NR,Other,1900,2100,2000,Rs/Quintal
Palampur,0.2,Tonnes,NR,Coriander,3500,4000,4000,Rs/Quintal
Solan,0.1,Tonnes,NR,Other,2500,3000,2800,Rs/Quintal
Solan(Nalagarh),0.2,Tonnes,NR,Other,3000,4000,3500,Rs/Quintal
Jammu and Kashmir,,,,,,,,
Narwal Jammu (F&V),1.5,Tonnes,NR,Other,3000,3200,3100,Rs/Quintal
Karnataka,,,,,,,,
Gadag,NR,Tonnes,NR,Local,4409,4409,4409,Rs/Quintal
Tumkur,3,Tonnes,NR,Local,8100,9800,8900,Rs/Quintal
Kerala,,,,,,,,
Neyyatinkara,0.2,Tonnes,NR,Coriander,2600,3000,2800,Rs/Quintal
Quilandy,0.08,Tonnes,NR,Other,4000,4200,4000,Rs/Quintal
Madhya Pradesh,,,,,,,,
Jeerapur,0.9,Tonnes,NR,Other,2500,5800,4500,Rs/Quintal
Khandwa(F&V),0.2,Tonnes,NR,Coriander,500,700,600,Rs/Quintal
Petlawad,0.34,Tonnes,NR,Coriander,1000,2000,1500,Rs/Quintal
Pipariya,0.1,Tonnes,NR,Coriander,700,1800,1350,Rs/Quintal
Sanwer,2.4,Tonnes,NR,Coriander,800,850,825,Rs/Quintal
Thandla,1.32,Tonnes,NR,Other,1200,1300,1250,Rs/Quintal
Timarni,0.03,Tonnes,NR,Coriander,2000,2000,2000,Rs/Quintal
Ujjain(F&V),0.6,Tonnes,NR,Coriander,600,1200,800,Rs/Quintal
Maharashtra,,,,,,,,
Ahmednagar,297,Tonnes,NR,Other,4,8,6,Rs/Quintal
Amrawati(Frui & Veg. Market),1,Tonnes,NR,Other,1800,2000,1900,Rs/Quintal
Aurangabad,3,Tonnes,NR,Other,200,300,250,Rs/Quintal
Chandrapur(Ganjwad),1,Tonnes,NR,Other,1500,2500,2000,Rs/Quintal
Jalgaon,1,Tonnes,NR,Other,1500,2500,2000,Rs/Quintal
Kalmeshwar,2,Tonnes,NR,Other,2270,2500,2380,Rs/Quintal
Kalyan,NR,Tonnes,NR,Other,20,25,22,Rs/Quintal
Kamthi,NR,Tonnes,NR,Other,2000,4500,3500,Rs/Quintal
Karad,700,Tonnes,NR,Other,6,9,9,Rs/Quintal
Khed,200,Tonnes,NR,Other,20,23,21,Rs/Quintal
Khed(Chakan),1196,Tonnes,NR,Other,800,1600,1300,Rs/Quintal
Kolhapur,2,Tonnes,NR,Other,3500,10500,7000,Rs/Quintal
Maanachar,23,Tonnes,NR,Other,2501,2501,2501,Rs/Quintal
Nashik(Devlali),4,Tonnes,NR,Other,800,2300,1400,Rs/Quintal
Nasik,47,Tonnes,NR,Other,2500,6800,4000,Rs/Quintal
Pandharpur,103,Tonnes,NR,Other,4,10,5,Rs/Quintal
Patan,180,Tonnes,NR,Other,6,8,7,Rs/Quintal
Pune,7395,Tonnes,NR,Other,7,20,12,Rs/Quintal
Pune(Hadapsar),2570,Tonnes,NR,Other,8,20,12,Rs/Quintal
Pune(Khadiki),148,Tonnes,NR,Other,10,12,11,Rs/Quintal
Pune(Pimpri),255,Tonnes,NR,Other,9,11,10,Rs/Quintal
Rahata,80,Tonnes,NR,Other,10,15,10,Rs/Quintal
Rahuri,279,Tonnes,NR,Other,3,13,10,Rs/Quintal
Ramtek,NR,Tonnes,NR,Other,3000,4000,3500,Rs/Quintal
Ratnagiri (Nachane),350,Tonnes,NR,Other,10,18,15,Rs/Quintal
Solapur,456,Tonnes,NR,Other,400,1000,700,Rs/Quintal
Vadgaonpeth,35,Tonnes,NR,Other,7,10,9,Rs/Quintal
NCT of Delhi,,,,,,,,
Azadpur,44,Tonnes,NR,Coriander,1000,1400,1200,Rs/Quintal
Shahdara,7.87,Tonnes,NR,Coriander,1400,1800,1600,Rs/Quintal
Punjab,,,,,,,,
Adampur,0.1,Tonnes,NR,Other,1000,1100,1100,Rs/Quintal
Bassi Pathana,0.1,Tonnes,NR,Coriander,1500,1900,1800,Rs/Quintal
F.G.Churian,0.1,Tonnes,NR,Coriander,380,400,390,Rs/Quintal
Fazilka (Ladhuka),0.03,Tonnes,NR,Other,1700,1750,1750,Rs/Quintal
Giddarbaha,0.1,Tonnes,NR,Coriander,1000,1000,1000,Rs/Quintal
Hoshiarpur(Sham Churasi),0.01,Tonnes,NR,Coriander,2300,2500,2400,Rs/Quintal
Kurali,0.2,Tonnes,NR,Other,1600,1800,1700,Rs/Quintal
Malerkotla,6.5,Tonnes,NR,Coriander,1150,1500,1300,Rs/Quintal
Patti,0.1,Tonnes,NR,Other,100,150,120,Rs/Quintal
Sahnewal,0.08,Tonnes,NR,Coriander,2700,2700,2700,Rs/Quintal
Sangrur,0.3,Tonnes,NR,Coriander,1000,1200,1000,Rs/Quintal
Sirhind,0.2,Tonnes,NR,Other,1000,1000,1000,Rs/Quintal
Zira,0.3,Tonnes,NR,Other,300,500,400,Rs/Quintal
Rajasthan,,,,,,,,
Alwar(FV),0.4,Tonnes,NR,Other,1200,1800,1500,Rs/Quintal
Jaipur(F&V),3.6,Tonnes,NR,Coriander,2200,3200,2700,Rs/Quintal
Jalore,0.41,Tonnes,NR,Other,1000,1200,1100,Rs/Quintal
Uttar Pradesh,,,,,,,,
Tundla,1,Tonnes,NR,Coriander,550,710,670,Rs/Quintal
Cowpea(Veg),,,,,,,,
Gujarat,,,,,,,,
Nadiyad(Piplag),1.3,Tonnes,NR,Cowpea (Veg),3500,4000,3750,Rs/Quintal
Padra,0.2,Tonnes,NR,Other,3000,3500,3200,Rs/Quintal
Surat,3.5,Tonnes,NR,Other,2250,3750,3000,Rs/Quintal
Talalagir,0.16,Tonnes,NR,Other,1900,2100,2000,Rs/Quintal
Karnataka,,,,,,,,
Honnali,1,Tonnes,NR,Cowpea (Veg),700,1000,850,Rs/Quintal
Kerala,,,,,,,,
Aluva,8,Tonnes,NR,Cowpea (Veg),1200,2000,1600,Rs/Quintal
Angamaly,0.5,Tonnes,NR,Cowpea (Veg),4000,4600,4300,Rs/Quintal
Athirampuzha,0.35,Tonnes,NR,Cowpea (Veg),3200,3400,3300,Rs/Quintal
Chala,3,Tonnes,NR,Other,5700,5751,5722,Rs/Quintal
Chalakudy,1,Tonnes,NR,Cowpea (Veg),3700,3900,3800,Rs/Quintal
Chathanoor,0.4,Tonnes,NR,Other,6300,6700,6500,Rs/Quintal
Chengannur,2,Tonnes,NR,Cowpea (Veg),3300,3600,3500,Rs/Quintal
Elevancheri,40,Tonnes,NR,Cowpea (Veg),2000,2500,2250,Rs/Quintal
Harippad,0.5,Tonnes,NR,Other,3500,4000,4000,Rs/Quintal
Kallachi,0.4,Tonnes,NR,Cowpea (Veg),2300,2700,2500,Rs/Quintal
Kanjangadu,0.6,Tonnes,NR,Cowpea (Veg),2400,2800,2600,Rs/Quintal
Kattappana,2.7,Tonnes,NR,Other,2700,2800,2800,Rs/Quintal
Kayamkulam,1,Tonnes,NR,Other,1700,1900,1800,Rs/Quintal
Koduvayoor,0.7,Tonnes,NR,Other,1500,2400,2000,Rs/Quintal
Kollam,0.3,Tonnes,NR,Other,6100,6500,6300,Rs/Quintal
Kondotty,0.25,Tonnes,NR,Other,2000,2200,2100,Rs/Quintal
Koovapadi,0.3,Tonnes,NR,Cowpea (Veg),170,200,180,Rs/Quintal
Kottakkal,0.9,Tonnes,NR,Other,2100,2200,2150,Rs/Quintal
Kuruppanthura,1,Tonnes,NR,Cowpea (Veg),3800,4600,4200,Rs/Quintal
Kuttoor,1.8,Tonnes,NR,Cowpea (Veg),4200,4500,4300,Rs/Quintal
Manjeri,8,Tonnes,NR,Other,1800,1900,1850,Rs/Quintal
Manjeswaram,6,Tonnes,NR,Cowpea (Veg),3200,4000,3600,Rs/Quintal
Moovattupuzha,1,Tonnes,NR,Cowpea (Veg),1850,2200,2000,Rs/Quintal
Mukkom,0.5,Tonnes,NR,Cowpea (Veg),1800,2200,2000,Rs/Quintal
Nedumkandam,0.3,Tonnes,NR,Other,1600,1600,1600,Rs/Quintal
Neeleswaram,0.7,Tonnes,NR,Cowpea (Veg),4400,4600,4500,Rs/Quintal
Omalloor,0.01,Tonnes,NR,Cowpea (Veg),2900,3000,3000,Rs/Quintal
Pala,3,Tonnes,NR,Cowpea (Veg),3800,4400,4200,Rs/Quintal
Palakkad,3,Tonnes,NR,Cowpea (Veg),1500,2000,1800,Rs/Quintal
Palayam,10,Tonnes,NR,Other,2400,2600,2500,Rs/Quintal
Pampady,1,Tonnes,NR,Other,3500,3900,3700,Rs/Quintal
Pandalam,0.2,Tonnes,NR,Cowpea (Veg),4000,4500,4500,Rs/Quintal
Parassala,3,Tonnes,NR,Cowpea (Veg),2800,3000,2800,Rs/Quintal
Perinthalmanna,2.6,Tonnes,NR,Cowpea (Veg),4600,5100,4800,Rs/Quintal
Pulpally,0.2,Tonnes,NR,Other,2400,2600,2500,Rs/Quintal
Quilandy,0.4,Tonnes,NR,Other,2000,2300,2100,Rs/Quintal
Thamarassery,0.05,Tonnes,NR,Other,2800,5000,3300,Rs/Quintal
Thodupuzha,2,Tonnes,NR,Other,1800,2000,2000,Rs/Quintal
Thrippunithura,1,Tonnes,NR,Cowpea (Veg),3800,5000,4200,Rs/Quintal
vadakarapathy,2,Tonnes,NR,Other,2500,2700,2600,Rs/Quintal
Vadakkenchery,0.2,Tonnes,NR,Other,2500,3000,2750,Rs/Quintal
Tripura,,,,,,,,
Champaknagar,0.1,Tonnes,NR,Cowpea (Veg),3000,3500,3400,Rs/Quintal
Cucumbar(Kheera),,,,,,,,
Andhra Pradesh,,,,,,,,
Palamaner,0.16,Tonnes,NR,Cucumbar,375,625,500,Rs/Quintal
Assam,,,,,,,,
Howly,550,Tonnes,NR,Cucumbar,450,700,550,Rs/Quintal
Kharupetia,3,Tonnes,NR,Cucumbar,900,1000,950,Rs/Quintal
Pamohi(Garchuk),3.5,Tonnes,NR,Cucumbar,1000,1400,1200,Rs/Quintal
Chandigarh,,,,,,,,
Chandigarh(Grain/Fruit),5.78,Tonnes,NR,Other,1000,2000,1500,Rs/Quintal
Chattisgarh,,,,,,,,
Durg,6,Tonnes,NR,Cucumbar,600,1000,800,Rs/Quintal
Gujarat,,,,,,,,
Ahmedabad,25.4,Tonnes,NR,Other,1000,4000,2600,Rs/Quintal
Bharuch,0.86,Tonnes,NR,Other,800,1250,1000,Rs/Quintal
Dahod(Veg. Market),1.45,Tonnes,NR,Cucumbar,800,1500,1200,Rs/Quintal
Gondal(Veg.market Gondal),1.95,Tonnes,NR,Cucumbar,1500,2000,1750,Rs/Quintal
Nadiyad(Piplag),1,Tonnes,NR,Cucumbar,1000,1100,1050,Rs/Quintal
Padra,0.5,Tonnes,NR,Other,1500,2500,2000,Rs/Quintal
Surat,7.5,Tonnes,NR,Other,1750,3750,2750,Rs/Quintal
Talalagir,0.21,Tonnes,NR,Other,1350,1500,1450,Rs/Quintal
Vadhvan,1.6,Tonnes,NR,Cucumbar,1400,2000,1700,Rs/Quintal
Vyra,0.2,Tonnes,NR,Other,1000,2250,1625,Rs/Quintal
Haryana,,,,,,,,
Ambala Cantt.,1,Tonnes,NR,Cucumbar,1200,1500,1400,Rs/Quintal
Asandh,0.2,Tonnes,NR,Other,1100,1200,1150,Rs/Quintal
Barara,NR,Tonnes,NR,Other,800,1200,800,Rs/Quintal
Cheeka,0.01,Tonnes,NR,Other,2000,2000,2000,Rs/Quintal
Hansi,3,Tonnes,NR,Other,980,1000,990,Rs/Quintal
Hissar,2.9,Tonnes,NR,Other,800,1500,1100,Rs/Quintal
Jagadhri,0.2,Tonnes,NR,Other,1200,1500,1500,Rs/Quintal
Jhajjar,1.7,Tonnes,NR,Other,700,2000,2000,Rs/Quintal
Khanina,0.1,Tonnes,NR,Other,800,800,800,Rs/Quintal
Ladwa,0.2,Tonnes,NR,Cucumbar,1500,2000,1800,Rs/Quintal
Meham,0.5,Tonnes,NR,Cucumbar,800,800,800,Rs/Quintal
Mohindergarh,0.9,Tonnes,NR,Cucumbar,600,1000,800,Rs/Quintal
Naraingarh,0.16,Tonnes,NR,Cucumbar,1500,1500,1500,Rs/Quintal
Narnaul,0.3,Tonnes,NR,Other,800,1500,1500,Rs/Quintal
Pataudi,0.3,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Radaur,3,Tonnes,NR,Other,1000,1000,1000,Rs/Quintal
Samalkha,0.35,Tonnes,NR,Cucumbar,1000,1200,1100,Rs/Quintal
Shahabad,0.4,Tonnes,NR,Cucumbar,1300,1300,1300,Rs/Quintal
Sirsa,0.5,Tonnes,NR,Other,2100,2200,2200,Rs/Quintal
Sonepat,0.5,Tonnes,NR,Other,1200,1500,1200,Rs/Quintal
Himachal Pradesh,,,,,,,,
Bhuntar,0.2,Tonnes,NR,Other,1600,1800,1700,Rs/Quintal
Chamba,0.06,Tonnes,NR,Other,1400,1600,1500,Rs/Quintal
Dhanotu (Mandi),0.2,Tonnes,NR,Other,500,500,500,Rs/Quintal
Kangra,0.15,Tonnes,NR,Other,1500,3000,2250,Rs/Quintal
Kangra(Jaisinghpur),0.05,Tonnes,NR,Cucumbar,2500,2500,2500,Rs/Quintal
Kullu,0.6,Tonnes,NR,Other,1500,1800,1600,Rs/Quintal
Palampur,0.2,Tonnes,NR,Other,2000,2500,2500,Rs/Quintal
Paonta Sahib,20,Tonnes,NR,Other,1000,1500,1250,Rs/Quintal
Shimla,1.8,Tonnes,NR,Cucumbar,1000,1200,1100,Rs/Quintal
Solan(Nalagarh),0.6,Tonnes,NR,Other,1300,1800,1600,Rs/Quintal
Jammu and Kashmir,,,,,,,,
Akhnoor,0.5,Tonnes,NR,Other,1200,1300,1250,Rs/Quintal
Batote,0.4,Tonnes,NR,Other,1400,1800,1600,Rs/Quintal
Narwal Jammu (F&V),9,Tonnes,NR,Other,1500,1800,1650,Rs/Quintal
Samba,0.5,Tonnes,NR,Cucumbar,1400,1500,1450,Rs/Quintal
Karnataka,,,,,,,,
Bagepalli,NR,Tonnes,NR,Cucumbar,600,800,700,Rs/Quintal
"Binny Mill (F&V), Bangalore",7,Tonnes,NR,Cucumbar,600,800,700,Rs/Quintal
Channapatana,1,Tonnes,NR,Cucumbar,300,500,400,Rs/Quintal
Chickkaballapura,32,Tonnes,NR,Cucumbar,300,500,400,Rs/Quintal
Chikkamagalore,4,Tonnes,NR,Cucumbar,750,750,750,Rs/Quintal
Doddaballa Pur,1,Tonnes,NR,Cucumbar,600,800,700,Rs/Quintal
Honnali,1,Tonnes,NR,Cucumbar,500,900,850,Rs/Quintal
Hospet,2,Tonnes,NR,Cucumbar,1000,1200,1000,Rs/Quintal
K.R. Pet,5,Tonnes,NR,Cucumbar,200,200,200,Rs/Quintal
Kolar,3,Tonnes,NR,Cucumbar,140,200,160,Rs/Quintal
Mysore (Bandipalya),17,Tonnes,NR,Cucumbar,400,500,450,Rs/Quintal
Ramanagara,2,Tonnes,NR,Cucumbar,600,700,650,Rs/Quintal
Kerala,,,,,,,,
Aluva,1,Tonnes,NR,Cucumbar,2000,3000,2500,Rs/Quintal
Angamaly,0.3,Tonnes,NR,Cucumbar,1600,2000,1800,Rs/Quintal
Athirampuzha,0.4,Tonnes,NR,Cucumbar,1000,1200,1100,Rs/Quintal
Chala,3,Tonnes,NR,Other,2300,2358,2321,Rs/Quintal
Chengannur,3,Tonnes,NR,Other,1200,1400,1200,Rs/Quintal
Ernakulam,0.25,Tonnes,NR,Cucumbar,1000,1500,1200,Rs/Quintal
Ettumanoor,1.3,Tonnes,NR,Cucumbar,1800,1800,1800,Rs/Quintal
Harippad,1,Tonnes,NR,Other,1500,1800,1500,Rs/Quintal
Kanjangadu,2,Tonnes,NR,Cucumbar,1400,1800,1600,Rs/Quintal
Kayamkulam,2,Tonnes,NR,Other,800,1000,900,Rs/Quintal
Koduvayoor,0.8,Tonnes,NR,Cucumbar,1200,1800,1600,Rs/Quintal
Kollam,0.2,Tonnes,NR,Other,4300,4500,4400,Rs/Quintal
Kondotty,0.25,Tonnes,NR,Other,1200,1400,1300,Rs/Quintal
Koovapadi,0.35,Tonnes,NR,Cucumbar,2000,2500,2200,Rs/Quintal
Kothamangalam,1,Tonnes,NR,Other,1000,1500,1200,Rs/Quintal
Kottakkal,3,Tonnes,NR,Other,1250,1350,1300,Rs/Quintal
Kuttoor,1.8,Tonnes,NR,Cucumbar,1600,1800,1700,Rs/Quintal
Madhavapuram,1.5,Tonnes,NR,Other,1700,2000,1800,Rs/Quintal
Manjeri,3,Tonnes,NR,Other,550,650,600,Rs/Quintal
Manjeswaram,6,Tonnes,NR,Cucumbar,1400,2400,1900,Rs/Quintal
Moovattupuzha,2.3,Tonnes,NR,Cucumbar,850,1100,1000,Rs/Quintal
Mukkom,0.5,Tonnes,NR,Cucumbar,800,1200,1000,Rs/Quintal
Neeleswaram,1,Tonnes,NR,Other,1600,2000,1800,Rs/Quintal
Neyyatinkara,0.2,Tonnes,NR,Cucumbar,1500,2000,1700,Rs/Quintal
Pala,1,Tonnes,NR,Cucumbar,2400,3000,2800,Rs/Quintal
Palakkad,1,Tonnes,NR,Cucumbar,1000,1500,1300,Rs/Quintal
Palayam,20,Tonnes,NR,Other,700,900,800,Rs/Quintal
Pampady,1,Tonnes,NR,Other,800,1200,1000,Rs/Quintal
Pandalam,0.1,Tonnes,NR,Cucumbar,2000,3800,3800,Rs/Quintal
Parassala,4,Tonnes,NR,Cucumbar,2500,2500,2500,Rs/Quintal
Pattambi,1,Tonnes,NR,Other,1000,1500,1250,Rs/Quintal
Payyannur,0.46,Tonnes,NR,Other,1300,1500,1400,Rs/Quintal
Perumbavoor,6,Tonnes,NR,Cucumbar,1200,2000,1500,Rs/Quintal
Pulpally,0.1,Tonnes,NR,Other,800,1000,900,Rs/Quintal
Quilandy,0.7,Tonnes,NR,Other,1200,1500,1300,Rs/Quintal
Thalayolaparambu,0.6,Tonnes,NR,Cucumbar,800,1100,1000,Rs/Quintal
Thamarassery,0.4,Tonnes,NR,Other,800,1700,1200,Rs/Quintal
Thodupuzha,1.5,Tonnes,NR,Cucumbar,800,1000,1000,Rs/Quintal
,,,NR,Other,1600,1800,1800,Rs/Quintal
Thrippunithura,0.6,Tonnes,NR,Cucumbar,2000,3000,2400,Rs/Quintal
vadakarapathy,2,Tonnes,NR,Other,600,800,700,Rs/Quintal
Vadakkenchery,0.23,Tonnes,NR,Other,2000,2500,2250,Rs/Quintal
Madhya Pradesh,,,,,,,,
Dhar(F&V),0.2,Tonnes,NR,Other,500,750,600,Rs/Quintal
Jhabua,0.2,Tonnes,NR,Cucumbar,500,600,550,Rs/Quintal
Khandwa(F&V),0.3,Tonnes,NR,Cucumbar,700,1200,900,Rs/Quintal
Maharashtra,,,,,,,,
Ahmednagar,2,Tonnes,NR,Other,500,2200,1350,Rs/Quintal
Amrawati(Frui & Veg. Market),1,Tonnes,NR,Other,1800,2000,1900,Rs/Quintal
Aurangabad,2,Tonnes,NR,Other,800,1200,1000,Rs/Quintal
Chandrapur(Ganjwad),NR,Tonnes,NR,Other,800,1500,1200,Rs/Quintal
Jalgaon,1,Tonnes,NR,Other,600,1100,800,Rs/Quintal
Kalyan,NR,Tonnes,NR,Other,1500,2000,1750,Rs/Quintal
Kamthi,NR,Tonnes,NR,Other,1200,2000,1800,Rs/Quintal
Karad,1,Tonnes,NR,Other,600,1000,1000,Rs/Quintal
Khed(Chakan),5,Tonnes,NR,Other,1000,2500,1800,Rs/Quintal
Nagpur,16,Tonnes,NR,Other,100,1200,1150,Rs/Quintal
Nasik,39,Tonnes,NR,Other,2350,3750,2700,Rs/Quintal
Palus,NR,Tonnes,NR,Other,1800,2000,1900,Rs/Quintal
Pandharpur,1,Tonnes,NR,Other,400,1100,800,Rs/Quintal
Panvel,7,Tonnes,NR,Other,1200,1400,1300,Rs/Quintal
Pune,23,Tonnes,NR,Other,700,2000,1200,Rs/Quintal
Pune(Hadapsar),2,Tonnes,NR,Other,1000,2500,1600,Rs/Quintal
Pune(Khadiki),NR,Tonnes,NR,Other,600,1000,800,Rs/Quintal
Rahata,1,Tonnes,NR,Other,1000,1500,1200,Rs/Quintal
Ratnagiri (Nachane),1,Tonnes,NR,Other,1000,2000,1600,Rs/Quintal
Satara,2,Tonnes,NR,Other,1000,2000,1500,Rs/Quintal
Solapur,2,Tonnes,NR,Other,700,2700,1700,Rs/Quintal
NCT of Delhi,,,,,,,,
Azadpur,132.5,Tonnes,NR,Cucumbar,200,1700,720,Rs/Quintal
Shahdara,12.24,Tonnes,NR,Cucumbar,800,1200,1000,Rs/Quintal
Odisha,,,,,,,,
Angul,2,Tonnes,NR,Other,1500,2000,1800,Rs/Quintal
Angul(Jarapada),2.3,Tonnes,NR,Other,2000,3000,2500,Rs/Quintal
Betnoti,0.01,Tonnes,NR,Cucumbar,1300,1500,1400,Rs/Quintal
Bolangir,1.2,Tonnes,NR,Other,800,1000,800,Rs/Quintal
Bonai,0.5,Tonnes,NR,Other,4000,4000,4000,Rs/Quintal
Dhenkanal,0.11,Tonnes,NR,Other,1000,1500,1500,Rs/Quintal
Hindol,0.15,Tonnes,NR,Cucumbar,1700,2000,1800,Rs/Quintal
Jajpur,1.62,Tonnes,NR,Cucumbar,1200,1400,1400,Rs/Quintal
Kamakhyanagar,0.3,Tonnes,NR,Cucumbar,1400,1800,1500,Rs/Quintal
Kendrapara,1,Tonnes,NR,Cucumbar,1800,2000,1800,Rs/Quintal
Kendupatna,10,Tonnes,NR,Other,2000,2000,2000,Rs/Quintal
Kendupatna(Niali),1,Tonnes,NR,Other,2000,2000,2000,Rs/Quintal
Mottagaon,0.1,Tonnes,NR,Other,1500,2000,1500,Rs/Quintal
Nilagiri,3,Tonnes,NR,Other,1300,1400,1350,Rs/Quintal
Panposh,18,Tonnes,NR,Other,1600,2000,1900,Rs/Quintal
Sargipali,1.9,Tonnes,NR,Other,2400,3000,2600,Rs/Quintal
Udala,1,Tonnes,NR,Cucumbar,1800,1900,1800,Rs/Quintal
Punjab,,,,,,,,
Adampur,0.2,Tonnes,NR,Other,1500,2000,2000,Rs/Quintal
Bariwala,0.06,Tonnes,NR,Other,500,1000,800,Rs/Quintal
Barnala,0.4,Tonnes,NR,Cucumbar,1400,2200,1800,Rs/Quintal
Bassi Pathana,0.2,Tonnes,NR,Cucumbar,1800,2000,1900,Rs/Quintal
Batala,0.2,Tonnes,NR,Other,1000,1500,1300,Rs/Quintal
Bhawanigarh,0.1,Tonnes,NR,Other,2500,2500,2500,Rs/Quintal
Budalada,0.5,Tonnes,NR,Other,1000,1500,1200,Rs/Quintal
Chamkaur Sahib,0.1,Tonnes,NR,Other,1800,1830,1820,Rs/Quintal
Faridkot,1.36,Tonnes,NR,Cucumbar,1250,2000,1500,Rs/Quintal
Firozepur City,0.2,Tonnes,NR,Other,1000,1400,1200,Rs/Quintal
Giddarbaha,0.2,Tonnes,NR,Cucumbar,1000,1200,1200,Rs/Quintal
Jalandhar City(Jalandhar),2,Tonnes,NR,Cucumbar,600,900,800,Rs/Quintal
Khanna,0.3,Tonnes,NR,Other,700,1500,1000,Rs/Quintal
Malerkotla,2,Tonnes,NR,Other,1250,1500,1400,Rs/Quintal
Malout,0.7,Tonnes,NR,Cucumbar,500,1000,800,Rs/Quintal
Mansa,0.1,Tonnes,NR,Cucumbar,1000,1500,1200,Rs/Quintal
Morinda,1,Tonnes,NR,Cucumbar,1400,1600,1500,Rs/Quintal
Mukerian(Talwara),0.03,Tonnes,NR,Cucumbar,1200,1800,1500,Rs/Quintal
Muktsar,1,Tonnes,NR,Cucumbar,400,600,500,Rs/Quintal
Nabha,3,Tonnes,NR,Other,1200,2200,1700,Rs/Quintal
Nawan Shahar(Mandi Aur),0.02,Tonnes,NR,Other,1000,1000,1000,Rs/Quintal
Nawan Shahar(Subzi Mandi),0.2,Tonnes,NR,Other,1000,2000,1500,Rs/Quintal
Patran,0.05,Tonnes,NR,Other,1000,1200,1200,Rs/Quintal
Rajpura,1.2,Tonnes,NR,Other,1500,2500,2000,Rs/Quintal
Raman,0.5,Tonnes,NR,Other,1700,2000,1900,Rs/Quintal
Sangrur,0.2,Tonnes,NR,Cucumbar,1500,2000,2000,Rs/Quintal
Sirhind,0.5,Tonnes,NR,Other,1500,1800,1700,Rs/Quintal
Zira,0.2,Tonnes,NR,Cucumbar,1200,2000,1500,Rs/Quintal
Rajasthan,,,,,,,,
Ajmer(F&V),3,Tonnes,NR,Other,500,1200,850,Rs/Quintal
Alwar(FV),0.9,Tonnes,NR,Other,1200,1600,1400,Rs/Quintal
Chomu(F&V),3.2,Tonnes,NR,Other,800,1500,1200,Rs/Quintal
Jaipur(F&V),95.2,Tonnes,NR,Cucumbar,500,800,650,Rs/Quintal
Jalore,0.12,Tonnes,NR,Other,1800,2000,1900,Rs/Quintal
Sanchor,0.28,Tonnes,NR,Cucumbar,1000,1500,1200,Rs/Quintal
Sriganganagar(F&V),4,Tonnes,NR,Other,1200,1200,1200,Rs/Quintal
Telangana,,,,,,,,
Bowenpally,27.2,Tonnes,NR,Cucumbar,400,1200,1000,Rs/Quintal
Gudimalkapur,4.4,Tonnes,NR,Cucumbar,500,1000,700,Rs/Quintal
L B Nagar,4.6,Tonnes,NR,Cucumbar,600,1000,800,Rs/Quintal
Tripura,,,,,,,,
Bishalgarh,0.6,Tonnes,NR,Cucumbar,2000,3000,2500,Rs/Quintal
Bishramganj,0.5,Tonnes,NR,Cucumbar,1500,2500,2000,Rs/Quintal
Kulai,4,Tonnes,NR,Cucumbar,2800,3000,2900,Rs/Quintal
Melaghar,1,Tonnes,NR,Cucumbar,3500,4200,4000,Rs/Quintal
Pabiacherra,0.2,Tonnes,NR,Cucumbar,1400,1500,1450,Rs/Quintal
Teliamura,0.4,Tonnes,NR,Cucumbar,1600,2000,1800,Rs/Quintal
Uttar Pradesh,,,,,,,,
Aligarh,20,Tonnes,NR,Cucumbar,750,850,800,Rs/Quintal
Awagarh,0.2,Tonnes,NR,Cucumbar,1000,1200,1100,Rs/Quintal
Ballia,3,Tonnes,NR,Cucumbar,1400,1500,1460,Rs/Quintal
Baraut,0.2,Tonnes,NR,Cucumbar,700,800,750,Rs/Quintal
Bareilly,8,Tonnes,NR,Cucumbar,900,1000,950,Rs/Quintal
Devband,0.5,Tonnes,NR,Cucumbar,500,600,550,Rs/Quintal
Dhanura,1,Tonnes,NR,Cucumbar,700,800,700,Rs/Quintal
Fatehabad,17,Tonnes,NR,Cucumbar,1500,1550,1520,Rs/Quintal
Gorakhpur,8,Tonnes,NR,Cucumbar,1430,1520,1470,Rs/Quintal
Hasanpur,0.2,Tonnes,NR,Cucumbar,1100,1300,1200,Rs/Quintal
Jalaun,7,Tonnes,NR,Cucumbar,860,940,900,Rs/Quintal
